"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"000660",0.734714575803077,TRUE,0.55,0.55,TRUE
"005380",0.471311477763612,TRUE,0.425,0.425,TRUE
"005930",0.936835622748814,TRUE,0.55,0.55,TRUE
"035420",0.231289695753824,FALSE,0.625,0.625,TRUE
"035720",0.160232153135996,FALSE,0.5,0.5,TRUE
"051910",0.247479462185962,FALSE,0.325,0.325,TRUE
"207940",0.409159540780379,TRUE,0.4,0.4,TRUE
"6501",0.204704918538869,FALSE,0.35,0.35,TRUE
"7974",0.156826904291499,FALSE,0.5,0.5,TRUE
"8TRA",0.099069731353998,FALSE,0.425,0.425,TRUE
"9984",0.235244044191404,FALSE,0.35,0.35,TRUE
"AAPL",0.176487877947164,FALSE,0.825,0.825,TRUE
"ABBV",0.0637675635785988,FALSE,0.8,0.8,TRUE
"ABT",0.174666270463313,FALSE,0.55,0.55,TRUE
"ADBE",0.0341834805131111,FALSE,0.75,0.75,TRUE
"AFRM",0.10698454110367,FALSE,0.625,0.625,TRUE
"AMAT",0.0195788412742402,FALSE,0.625,0.625,TRUE
"AMD",1,TRUE,0.95,0.95,TRUE
"AMT",0.110713020036975,FALSE,0.45,0.45,TRUE
"AMZN",0.192094605977991,FALSE,0.9,0.9,TRUE
"ANET",0.0477265157617336,FALSE,0.75,0.75,TRUE
"ANT",0.542464819044238,TRUE,0.6,0.6,FALSE
"APD",0.0304622459856279,FALSE,0.525,0.525,TRUE
"APH",0.202749505274998,FALSE,0.65,0.65,TRUE
"APO",0.230111991849526,FALSE,0.75,0.75,TRUE
"ARES",0.0738349563936891,FALSE,0.6,0.6,TRUE
"ASAN",0.152862825472601,FALSE,0.7,0.7,TRUE
"ASML",0.0142111869646655,FALSE,0.7,0.7,TRUE
"AVGO",0.0418252973307603,FALSE,0.675,0.675,TRUE
"AXP",0.172284317413815,FALSE,0.425,0.425,TRUE
"AZN",0.0744729483182001,FALSE,0.75,0.75,TRUE
"BA",0.205511292305309,FALSE,0.725,0.725,TRUE
"BABA",0.0228123417627283,FALSE,0.55,0.55,TRUE
"BAC",0.162513419483146,FALSE,0.575,0.575,TRUE
"BAM",0.173734712120415,FALSE,0.7,0.7,TRUE
"BIDU",0.0842564550946983,FALSE,0.525,0.525,FALSE
"BILI",0.0206609714065769,FALSE,0.7,0.7,TRUE
"BILL",0.231287254865868,FALSE,0.375,0.375,TRUE
"BIO",0.0717977919632153,FALSE,0.775,0.775,TRUE
"BP",0.0169412740281805,FALSE,0.6,0.6,TRUE
"BX",0.025006042719576,FALSE,0.525,0.525,TRUE
"CAJPY",0.0299059355098094,FALSE,0.6,0.6,FALSE
"CAT",0.518100308640235,TRUE,0.625,0.625,TRUE
"CBOE",0.0330736067483188,FALSE,0.625,0.625,TRUE
"CME",0.291594984142562,TRUE,0.475,0.475,TRUE
"COIN",0.0882810600804553,FALSE,0.65,0.65,TRUE
"CRM",0.0536404120802579,FALSE,0.575,0.575,TRUE
"CRWD",0.0752284617107455,FALSE,0.75,0.75,TRUE
"CSCO",0.0282893803063569,FALSE,0.75,0.75,TRUE
"CVX",0.243372117964901,FALSE,0.325,0.325,TRUE
"DDOG",0.254287160992555,FALSE,0.625,0.625,TRUE
"DE",0.254574673417957,FALSE,0.7,0.7,TRUE
"DIS",0.213162808016526,FALSE,0.55,0.55,TRUE
"DOCU",0.0541379029966993,FALSE,0.775,0.775,TRUE
"DUK",0.0420647990612433,FALSE,0.65,0.65,TRUE
"FSLY",0.195963076865849,FALSE,0.625,0.625,TRUE
"GE",0.321816700794145,TRUE,0.775,0.775,TRUE
"GOOGL",0.361627845128237,TRUE,1,1,TRUE
"GRAB",0.0157885699483983,FALSE,0.675,0.675,TRUE
"GS",0.0757401973524224,FALSE,0.7,0.7,TRUE
"HD",0.0325918714164177,FALSE,0.675,0.675,TRUE
"HMC",0.226548655239412,FALSE,0.375,0.375,FALSE
"HOOD",0.122632745293733,FALSE,0.7,0.7,TRUE
"HSBC",0.0330490211969388,FALSE,0.525,0.525,FALSE
"HTHIY",0.0702117218559025,FALSE,0.425,0.425,FALSE
"HUBS",0.0941083834752382,FALSE,0.7,0.7,TRUE
"IBM",0.0238495757634194,FALSE,0.75,0.75,TRUE
"IBN",0.0474614117758424,FALSE,0.525,0.525,FALSE
"ICE",0.146037018209735,FALSE,0.6,0.6,FALSE
"INF",0.134424513562548,FALSE,0.6,0.6,TRUE
"INFY",0.109308154023013,FALSE,0.4,0.4,TRUE
"INTC",0.135478003593627,FALSE,0.75,0.75,TRUE
"IQ",0.0268753634150289,FALSE,0.675,0.675,FALSE
"J",0.224449781819263,FALSE,0.65,0.65,TRUE
"JBL",0.0738706133462498,FALSE,0.425,0.425,TRUE
"JD",0.0173895181043665,FALSE,0.675,0.675,TRUE
"JNJ",0.0628358078600917,FALSE,0.675,0.675,TRUE
"JPM",0.0440087915585985,FALSE,0.6,0.6,TRUE
"KKR",0.216542215574496,FALSE,0.3,0.3,TRUE
"KO",0.21402283803634,FALSE,0.75,0.75,TRUE
"KSPI",0.106823815640761,FALSE,0.5,0.5,TRUE
"LI",0.355162231078639,TRUE,0.625,0.625,TRUE
"LIN",0.231954802574953,FALSE,0.475,0.475,TRUE
"LLY",0.125521523865181,FALSE,0.825,0.825,TRUE
"LMT",0.03280752573132,FALSE,0.525,0.525,TRUE
"LRCX",0.0363931690908644,FALSE,0.75,0.75,TRUE
"MA",0.360409383787975,TRUE,0.75,0.75,TRUE
"MC",0.150947142942547,FALSE,0.7,0.7,TRUE
"MCD",0.0243481490094104,FALSE,0.55,0.55,TRUE
"MCO",0.280722487752961,FALSE,0.625,0.625,TRUE
"MELI",0.115947964575575,FALSE,0.475,0.475,TRUE
"META",0.0979716230022859,FALSE,0.475,0.475,TRUE
"MFG",0.0369712766125692,FALSE,0.55,0.55,TRUE
"MITSY",0.0274447937748226,FALSE,0.525,0.525,FALSE
"MKTX",0.0390710332266116,FALSE,0.525,0.525,TRUE
"MMM",0.215688938182267,FALSE,0.375,0.375,TRUE
"MQ",0.046269513454312,FALSE,0.525,0.525,TRUE
"MRK",0.128090563686567,FALSE,0.7,0.7,TRUE
"MS",0.268106353090535,FALSE,0.65,0.65,TRUE
"MSCI",0.0241316168536905,FALSE,0.725,0.725,TRUE
"MSFT",0.222974330162868,FALSE,0.925,0.925,TRUE
"MU",0.157285617710501,FALSE,0.775,0.775,TRUE
"NDAQ",0.025252388885075,FALSE,0.575,0.575,TRUE
"NEE",0.113557566726403,FALSE,0.8,0.8,TRUE
"NET",0.298397234604202,TRUE,0.8,0.8,TRUE
"NFLX",0.0314931264371017,FALSE,0.725,0.725,TRUE
"NIO",0.156845366228194,FALSE,0.775,0.775,FALSE
"NJDCY",0.0931834648036025,FALSE,0.5,0.5,FALSE
"NOW",0.0911401690704525,FALSE,0.825,0.825,TRUE
"NSRGY",0.0403430996948967,FALSE,0.55,0.55,FALSE
"NTES",0.0667711095884107,FALSE,0.825,0.825,FALSE
"NTRS",0.0540688429920975,FALSE,0.625,0.625,TRUE
"NU",0.165445724892557,FALSE,0.8,0.8,TRUE
"NVDA",0.151237029458889,FALSE,0.75,0.75,TRUE
"NVO",0.1113386105207,FALSE,0.575,0.575,FALSE
"NVS",0.133576282991064,FALSE,0.65,0.65,TRUE
"OKTA",0.124309002711236,FALSE,0.65,0.65,TRUE
"OR",0.720542505488446,TRUE,0.6,0.6,TRUE
"ORCL",0.233440453626494,FALSE,0.65,0.65,TRUE
"PAGS",0.0915785018771388,FALSE,0.4,0.4,TRUE
"PANW",0.0355773769015857,FALSE,0.725,0.725,TRUE
"PCOR",0.160131947601931,FALSE,0.65,0.65,TRUE
"PDD",0.000275159950374385,FALSE,0.6,0.6,TRUE
"PFE",0.053627814118466,FALSE,0.6,0.6,TRUE
"PG",0.154963734499241,FALSE,0.625,0.625,TRUE
"PYPL",0.0358018908707814,FALSE,0.55,0.55,TRUE
"QCOM",0.0312749084056734,FALSE,0.725,0.725,TRUE
"RELIANCE",0.208533570338421,FALSE,0.65,0.65,TRUE
"RKUNY",0,FALSE,0.6,0.6,FALSE
"RMSG",0.369896038876579,TRUE,0.35,0.35,FALSE
"RTX",0.166136533938493,FALSE,0.7,0.7,TRUE
"SAIL",0.146263819360444,FALSE,0.6,0.6,FALSE
"SAP",0.490126001106715,TRUE,0.95,0.95,TRUE
"SE",0.384342241570286,TRUE,0.725,0.725,TRUE
"SFTBF",0.094679930514182,FALSE,0.425,0.425,TRUE
"SHEL",0.038026191722193,FALSE,0.675,0.675,TRUE
"SHOP",0.0184299171259136,FALSE,0.65,0.65,TRUE
"SIEGY",0.0214478910082682,FALSE,0.55,0.55,FALSE
"SMCAY",0.0573360982046939,FALSE,0.475,0.475,FALSE
"SMCI",0.111821527503832,FALSE,0.625,0.625,TRUE
"SMFG",0.0245642019934238,FALSE,0.525,0.525,FALSE
"SNOW",0.232784876577958,FALSE,0.825,0.825,TRUE
"SNPS",0.232241830829432,FALSE,0.4,0.4,TRUE
"SNY",0.0354683212396905,FALSE,0.75,0.75,FALSE
"SOFI",0.0906491403776269,FALSE,0.425,0.425,TRUE
"SONY",0.0787438111848355,FALSE,0.75,0.75,FALSE
"SPGI",0.00857637655208084,FALSE,0.65,0.65,TRUE
"SPOT",0.0656639465894987,FALSE,0.65,0.65,TRUE
"SQM",0.133925889410627,FALSE,0.35,0.35,FALSE
"SSDOY",0.105566795651308,FALSE,0.375,0.375,FALSE
"STNE",0.0548171273897193,FALSE,0.475,0.475,TRUE
"STT",0.0122390513263295,FALSE,0.575,0.575,TRUE
"T",0.943356546639973,TRUE,0.6,0.6,TRUE
"TAK",0.289410119439533,FALSE,0.95,0.95,FALSE
"TCOM",0.139671544836201,FALSE,0.875,0.875,FALSE
"TEAM",0.092323817774409,FALSE,0.45,0.45,TRUE
"TM",0.134501023204062,FALSE,0.6,0.6,TRUE
"TME",0.0813204483899925,FALSE,0.75,0.75,TRUE
"TMO",0.0208007725905774,FALSE,0.7,0.7,TRUE
"TOST",0.0217531834512241,FALSE,0.675,0.675,TRUE
"TSLA",0.0924683606890945,FALSE,0.475,0.475,TRUE
"TSM",0.100228850600328,FALSE,0.8,0.8,TRUE
"TTDKY",0.0669195523841551,FALSE,0.425,0.425,FALSE
"TTE",0.183055096880232,FALSE,0.85,0.85,TRUE
"TW",0.172779679953123,FALSE,0.85,0.85,TRUE
"TWLO",0.0427922300471263,FALSE,0.75,0.75,TRUE
"TXN",0.0989174159595605,FALSE,0.825,0.825,TRUE
"UL",0.106240484385683,FALSE,0.7,0.7,FALSE
"UNH",0.179699909970281,FALSE,0.45,0.45,TRUE
"UPS",0.0683967990728137,FALSE,0.5,0.5,TRUE
"V",0.822204890389346,TRUE,0.4,0.4,TRUE
"VIRT",0.0296155407001732,FALSE,0.65,0.65,TRUE
"VZ",0.0380394412415048,FALSE,0.6,0.6,TRUE
"WB",0.0364162647197054,FALSE,0.775,0.775,FALSE
"WDAY",0.0989586371317066,FALSE,0.625,0.625,TRUE
"WMT",0.0444749965858366,FALSE,0.525,0.525,TRUE
"WORK",0.0780941057098668,FALSE,0.7,0.7,FALSE
"XOM",0.0597394050272372,FALSE,0.55,0.55,TRUE
"XPEV",0.223961640199573,FALSE,0.55,0.55,TRUE
"ZM",0.0335606961874123,FALSE,0.775,0.775,TRUE
"ZS",0.0861007792255828,FALSE,0.825,0.825,TRUE
