"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","rd_intensity","patent_activity","total_return","volatility","bloomberg_volatility","total_return_5yr","revenue_growth","industry","rd_imputed","growth_imputed","volatility_imputed","innovation_imputed","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","matched_by","in_portfolio","n_funds","fund_weight","total_net_exposure_usd","total_net_pct_ltp","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"000660","A6A0F","SK Hynix Inc","KR7000660001","KRX","KOR","Semiconductors (NEC)",6406434,97146675,"2025-12-31",652835392,15.1711397171021,1.5929399728775,0.991109116524007,0.843574984537293,0.657358383527183,"000660",0,0,"USPTO Only",0.0659459935195929,0,0.1,0.657358383527183,NA,NA,0.467628506113037,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,3,1,4,1,0.55,2,"Developing","ISIN",TRUE,10,0.0340755696802025,31043065.7147873,0.00215486997536448,1,0.55,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.734714575803077,TRUE,75,25,100,100,78.75,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Leader (Aggressive)"
"005380","A4AFC","Hyundai Motor Co","KR7005380001","KRX","KOR","Auto & Truck Manufacturers (NEC)",2717809,186254472,"2025-12-31",111158600,13.0571699142456,1.4559999704361,0.645277008265855,0.913097321175316,0.57680290633667,"005380",0,0,"USPTO Only",0.0145919127246513,0,0.1,0.57680290633667,NA,NA,0.062907301648583,"Auto & Truck Manufacturers (NEC)",FALSE,FALSE,FALSE,FALSE,2,1,3,1,0.425,1,"Emerging","ISIN",TRUE,8,0.0104635270554166,9532341.23561752,0.000661692247546809,1,0.425,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.471311477763612,TRUE,50,25,75,100,62.5,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Adopter"
"005930","A69DA","Samsung Electronics Co Ltd","KR7005930003","KRX","KOR","Phones & Handheld Devices (NEC)",37740392,333605938,"2025-12-31",1270019968,29.7574005126953,1.27573001384735,0.828699455040593,0.74130194086088,0.496558789760057,"005930",0,0,"USPTO Only",0.11312865779985,0,0.1,0.496558789760057,NA,NA,0.108800933136429,"Phones & Handheld Devices (NEC)",FALSE,FALSE,FALSE,FALSE,3,1,3,2,0.55,2,"Developing","ISIN",TRUE,13,0.0345520290139324,31477123.2682255,0.00218500029812569,1,0.55,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.936835622748814,TRUE,75,25,75,75,65,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Adopter"
"035420","A6DDF","Naver Corp","KR7035420009","KRX","KOR","Search Engines",921822.9,12035007.21898,"2025-12-31",30727430,15.1843299865723,0.777339994907379,0.407920956852645,0.496652998312373,0.460074032431101,"035420",0,0,"USPTO Only",0.151991501307566,0,0.1,0.460074032431101,NA,NA,0.120815968676034,"Search Engines",TRUE,FALSE,FALSE,TRUE,4,1,3,2,0.625,2,"Developing","ISIN",TRUE,7,9.80171713498277e-06,8929.42809158102,6.19840729281e-07,1,0.625,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.231289695753824,FALSE,100,25,75,75,71.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Leader (Aggressive)"
"035720","A5D59","Kakao Corp","KR7035720002","KRX","KOR","Online Services (NEC)",616657.5,8099147.81509,"2025-12-31",20555250,40.9101181030273,0.991620004177094,0.489195075813952,0.586966961261876,0.538751422062406,"035720",0,0,"USPTO Only",0.0774747655958112,0,0.1,0.538751422062406,NA,NA,0.0288953898887432,"Online Services (NEC)",TRUE,FALSE,FALSE,TRUE,3,1,2,2,0.5,1,"Emerging","ISIN",TRUE,7,5.26260626087562e-06,4794.26854842363,3.32796555718e-07,1,0.5,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.160232153135996,FALSE,75,25,50,75,55,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"051910","A6A0D","LG Chem Ltd","KR7051910008","KRX","KOR","Plastics",669243,45932167,"2025-12-31",24052220,NA,1.06444001197815,0.695895252856977,0.772120119109222,0.605147731295293,"051910",0,0,"USPTO Only",0.0145702465986419,0,0.1,0.605147731295293,NA,NA,-0.0610011173416427,"Plastics",FALSE,FALSE,FALSE,FALSE,2,1,1,1,0.325,1,"Emerging","ISIN",TRUE,10,0.0029076356729763,2648875.01861207,0.00018387298788538,1,0.325,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.247479462185962,FALSE,50,25,25,100,42.5,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"207940","F7B0D","Samsung Biologics Co Ltd","KR7207940008","KRX","KOR","Biopharmaceuticals",37181.22014,4556971.69518,"2025-12-31",73417448,42.8180084228516,0.447919994592667,0.418340105711336,0.419841339188745,0.35810261338763,"207940",0,0,"USPTO Only",0.00815919488359502,0,0.1,0.35810261338763,NA,NA,0.0021220222332248,"Biopharmaceuticals",FALSE,FALSE,FALSE,FALSE,1,1,2,3,0.4,1,"Emerging","ISIN",TRUE,7,5.61368347355377e-06,5114.1021736987,3.54997967221e-07,1,0.4,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.409159540780379,TRUE,25,25,50,50,38.75,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"6501","A4C4C","Hitachi Ltd","JP3788600009","TYO","JPN","Consumer Goods Conglomerates",648222.3,9783370,"2025-03-31",21607410,35.6266784667969,1.23959004878998,0.367036402147712,0.433349350112984,0.482863477490622,"6501",2,0,"USPTO Only",0.00109861228866811,2,0.1,0.482863477490622,NA,NA,0.00561780197921288,"Consumer Goods Conglomerates",TRUE,FALSE,FALSE,TRUE,1,1,2,2,0.35,1,"Emerging","ISIN",TRUE,11,0.0163960846005064,14936939.7634589,0.00103685516488061,1,0.35,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.204704918538869,FALSE,25,25,50,75,42.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"7974","A4406","Nintendo Co Ltd","JP3756600007","TYO","JPN","Games, Toys & Children's Vehicles",143782,1164922,"2025-03-31",11384530,36.9309997558594,0.317149996757507,0.49157243712181,0.449765512349866,0.411438261546968,"7974",0,0,"USPTO Only",0.123426289485476,0,0.1,0.411438261546968,NA,NA,-0.303220056643329,"Games, Toys & Children's Vehicles",FALSE,FALSE,FALSE,FALSE,3,1,1,3,0.5,1,"Emerging","ISIN",TRUE,12,0.0102099134389351,9301297.58069151,0.000645654236366703,1,0.5,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.156826904291499,FALSE,75,25,25,50,41.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"8TRA","00A54","Traton SE","DE000TRAT0N7","ETR","DEU","Heavy Buses & Coaches",459,44052,"2025-12-31",15300,9.89011001586914,1.5840699672699,0.360449158358062,0.349013210424233,0.347782437508856,"8TRA",0,0,"USPTO Only",0.01,0,0.1,0.347782437508856,NA,NA,-0.0720620141975439,"Heavy Buses & Coaches",TRUE,FALSE,FALSE,TRUE,2,1,1,3,0.425,1,"Emerging","ISIN",TRUE,2,0.00536678245885336,4889173.74267541,0.000339384447374765,1,0.425,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.099069731353998,FALSE,50,25,25,50,35,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
