"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"AAPL",0.376527854086777,FALSE,0.6,0.6,FALSE
"AMD",0.800465467087114,FALSE,0.7,0.7,FALSE
"AMZN",0.513253764007508,FALSE,0.6,0.6,FALSE
"BAC",0.930385002129791,TRUE,0.375,0.375,FALSE
"DIS",0.343923179339386,FALSE,0.5,0.5,FALSE
"GOOGL",0.617180587880095,FALSE,0.575,0.575,FALSE
"HD",0.41513208233844,FALSE,0.8,0.8,FALSE
"INTC",0.591839364627517,FALSE,0.575,0.575,FALSE
"JNJ",0.277526129418646,FALSE,0.6,0.6,FALSE
"JPM",0,FALSE,0.55,0.55,FALSE
"MA",0.578066680248119,FALSE,0.5,0.5,FALSE
"META",0.700454813643912,FALSE,0.75,0.75,FALSE
"MSFT",0.188287378332871,FALSE,0.6,0.6,FALSE
"NVDA",1,TRUE,0.55,0.55,FALSE
"PFE",0.852019044409736,FALSE,0.7,0.7,FALSE
"PG",0.560028082449046,FALSE,0.625,0.625,FALSE
"TSLA",0.720465320236524,FALSE,0.45,0.45,FALSE
"UNH",0.594187033973169,FALSE,0.8,0.8,FALSE
"V",0.616414452237419,FALSE,0.775,0.775,FALSE
"WMT",0.854103455410297,FALSE,0.875,0.875,FALSE
