Ticker,Tot.Ret.Idx.Gross,Last.Price,Volume,Mkt.Cap,R.D.Exp,Patents...Trademarks...Copy.Rgt,Number.of.Employees,GM,Rev...1.Yr.Gr,Volatil.360D,BEst.Analyst.Rtg,GICS.Ind.Grp.Name,Tot...Hldg.in.Port,Top.10.as.of.Dt,BEst.Target.Px,Rec.Consensus,Earnings.Conference.Call.Date,Tot.Analyst.Rec,News.Sent,Percent.Change.in.Institutional.Holdings,Shrt.Int,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight
NVDA US,185.79,187.32,57014860,4.51E+12,12914,171,36000,74.98869706,114.2034076,52.92787558,4.772151947,Semiconductors & Semiconductor,#N/A Field Not Applicable,#N/A Field Not Applicable,237.1779938,4.772151947,11/19/2025,79,-0.038048955,-8.305667591,238599888,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),0.000100837,0.013157895,12/31/2024,112.2112523,22335.64977,0.000100837,0.000100837
NVDA US,185.79,187.32,57014860,4.51E+12,12914,171,36000,74.98869706,114.2034076,52.92787558,4.772151947,Semiconductors & Semiconductor,#N/A Field Not Applicable,#N/A Field Not Applicable,237.1779938,4.772151947,11/19/2025,79,-0.038048955,-8.305667591,238599888,bf:2036429,"Orso Partners, LP (Blackwell - Series A)",-0.021575164,0.013157895,12/31/2024,-10659.30267,-2121734.197,-0.021575164,0.021575164
NVDA US,185.79,187.32,57014860,4.51E+12,12914,171,36000,74.98869706,114.2034076,52.92787558,4.772151947,Semiconductors & Semiconductor,#N/A Field Not Applicable,#N/A Field Not Applicable,237.1779938,4.772151947,11/19/2025,79,-0.038048955,-8.305667591,238599888,bf:2198791,Stony Point Capital LLC (Blackwell - Series E),0.065506582,0.013157895,12/31/2024,35626.30403,7091415.817,0.065506582,0.065506582
NVDA US,185.79,187.32,57014860,4.51E+12,12914,171,36000,74.98869706,114.2034076,52.92787558,4.772151947,Semiconductors & Semiconductor,#N/A Field Not Applicable,#N/A Field Not Applicable,237.1779938,4.772151947,11/19/2025,79,-0.038048955,-8.305667591,238599888,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.008378202,0.013157895,12/31/2024,0.003759501,1099969.399,0.008378202,0.008378202
NVDA US,185.79,187.32,57014860,4.51E+12,12914,171,36000,74.98869706,114.2034076,52.92787558,4.772151947,Semiconductors & Semiconductor,#N/A Field Not Applicable,#N/A Field Not Applicable,237.1779938,4.772151947,11/19/2025,79,-0.038048955,-8.305667591,238599888,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.00039322,0.013157895,12/31/2024,247.4037357,49245.71359,0.00039322,0.00039322
V US,322.56,323.235,1621680,6.32E+11,#N/A N/A,4084,34100,#N/A N/A,11.33997662,21.91587397,4.510204315,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),-0.008483129,0.013157895,12/31/2024,-7263.473246,-1588594.234,-0.008483129,0.008483129
V US,322.56,323.235,1621680,6.32E+11,#N/A N/A,4084,34100,#N/A N/A,11.33997662,21.91587397,4.510204315,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.000860476,0.013157895,12/31/2024,0.000366979,112971.3879,0.000860476,0.000860476
V US,322.56,323.235,1621680,6.32E+11,#N/A N/A,4084,34100,#N/A N/A,11.33997662,21.91587397,4.510204315,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",0.00331525,0.013157895,12/31/2024,204848.7957,911577.1408,0.00331525,0.00331525
V US,322.56,323.235,1621680,6.32E+11,#N/A N/A,4084,34100,#N/A N/A,11.33997662,21.91587397,4.510204315,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.000447609,0.013157895,12/31/2024,-60628.99156,-123076.8529,-0.000447609,0.000447609
V US,322.56,323.235,1621680,6.32E+11,#N/A N/A,4084,34100,#N/A N/A,11.33997662,21.91587397,4.510204315,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.000250904,0.013157895,12/31/2024,-54322.61149,-68989.71659,-0.000250904,0.000250904
