"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"000660",0.735362404430878,TRUE,0.4,0.4,FALSE
"005380",0.460508075076267,TRUE,0.475,0.475,FALSE
"005930",0.933945741355126,TRUE,0.425,0.425,FALSE
"035420",0.257168695958473,FALSE,NA,NA,FALSE
"035720",0.158432311222378,FALSE,NA,NA,FALSE
"051910",0.183215946723289,FALSE,0.425,0.425,FALSE
"207940",0.333824695792512,TRUE,0.45,0.45,FALSE
"6501",0.21497710604143,FALSE,NA,NA,FALSE
"7974",0.102237730725513,FALSE,0.525,0.525,FALSE
"8TRA",0.0202383753444839,FALSE,NA,NA,FALSE
"9984",0.187449462982218,FALSE,NA,NA,FALSE
"AAPL",0.119191839092086,FALSE,0.75,0.75,FALSE
"ABBV",0.0837234803126001,FALSE,0.7,0.7,FALSE
"ABT",0.0553655485306524,FALSE,0.525,0.525,FALSE
"ADBE",0.0784309677709762,FALSE,0.725,0.725,FALSE
"AFRM",0.107126925381408,FALSE,NA,NA,FALSE
"AMAT",0.0156469302654617,FALSE,NA,NA,FALSE
"AMD",0.0160174063538704,FALSE,0.575,0.575,FALSE
"AMT",0.141061007269285,FALSE,NA,NA,FALSE
"AMZN",0.0945087589105768,FALSE,0.825,0.825,FALSE
"ANET",0.0142386479313528,FALSE,0.55,0.55,FALSE
"ANT",0.661652819132536,TRUE,NA,NA,FALSE
"APD",0.0401044194447275,FALSE,0.625,0.625,FALSE
"APH",0.0436492332026613,FALSE,NA,NA,FALSE
"APO",0.0540847093273808,FALSE,NA,NA,FALSE
"ARES",0.027090070251022,FALSE,NA,NA,FALSE
"ASAN",0.05194749971661,FALSE,0.65,0.65,FALSE
"ASML",0.0413329069563932,FALSE,0.5,0.5,FALSE
"AVGO",0.0383675170057577,FALSE,0.4,0.4,FALSE
"AXP",0.148581646736588,FALSE,NA,NA,FALSE
"AZN",0.0960646984027658,FALSE,0.775,0.775,FALSE
"BA",0.225271649759715,FALSE,0.8,0.8,FALSE
"BABA",0.0988314025581538,FALSE,NA,NA,FALSE
"BAC",0.181565578769041,FALSE,NA,NA,FALSE
"BAM",0.0472669289179566,FALSE,NA,NA,FALSE
"BIDU",0.0462125612478409,FALSE,0.525,0.525,FALSE
"BILI",0.0720142141446392,FALSE,0.675,0.675,FALSE
"BILL",0.0320916258539241,FALSE,NA,NA,FALSE
"BIO",0.163672189913977,FALSE,0.75,0.75,FALSE
"BP",0.0301349196588293,FALSE,0.65,0.65,FALSE
"BX",0.0148312326823401,FALSE,NA,NA,FALSE
"CAJPY",0.197367144259104,FALSE,0.625,0.625,FALSE
"CAT",0.472604119358545,TRUE,0.525,0.525,FALSE
"CBOE",0.0323911794962781,FALSE,NA,NA,FALSE
"CME",0.313843392596505,TRUE,NA,NA,FALSE
"COIN",0.1569219798543,FALSE,0.625,0.625,FALSE
"CRM",0.0600613711713283,FALSE,0.575,0.575,FALSE
"CRWD",0.00270069458049655,FALSE,0.55,0.55,FALSE
"CSCO",0.0209172398184991,FALSE,0.65,0.65,FALSE
"CVX",0.0977700243766058,FALSE,NA,NA,FALSE
"DDOG",0.015629974598318,FALSE,0.4,0.4,FALSE
"DE",0.304978160931932,FALSE,NA,NA,FALSE
"DIS",0.0779074304878755,FALSE,NA,NA,FALSE
"DOCU",0.039657111179467,FALSE,0.6,0.6,FALSE
"DUK",0.0659854309630913,FALSE,NA,NA,FALSE
"FSLY",0.236493965280075,FALSE,0.55,0.55,FALSE
"GE",0.236379654526459,FALSE,0.675,0.675,FALSE
"GOOGL",0.0927173195727401,FALSE,0.75,0.75,FALSE
"GRAB",0.00372637846170319,FALSE,0.5,0.5,FALSE
"GS",0.082745289650689,FALSE,NA,NA,FALSE
"HD",0.0858630543296241,FALSE,NA,NA,FALSE
"HMC",0.0298709947177589,FALSE,NA,NA,FALSE
"HOOD",0.142858064680294,FALSE,0.55,0.55,FALSE
"HSBC",0.0341564357175694,FALSE,NA,NA,FALSE
"HTHIY",0.0477220035332422,FALSE,NA,NA,FALSE
"HUBS",0.0203561355578065,FALSE,0.525,0.525,FALSE
"IBM",0.0299936907078318,FALSE,0.7,0.7,FALSE
"IBN",0.0798685413177085,FALSE,NA,NA,FALSE
