"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"000660",0.755403112016906,TRUE,0.4,0.4,TRUE
"005380",0.583295531842069,TRUE,0.325,0.325,TRUE
"005930",0.945867695010216,TRUE,0.45,0.45,TRUE
"035420",0.290242174229408,FALSE,0.525,0.525,TRUE
"035720",0.201089032885811,FALSE,0.45,0.45,TRUE
"051910",0.269832011930896,FALSE,0.325,0.325,TRUE
"207940",0.438041075928654,TRUE,0.35,0.35,TRUE
"6501",0.273354758492589,FALSE,0.3,0.3,TRUE
"7974",0.145415946025407,FALSE,0.5,0.5,TRUE
"8TRA",0.0727404836579947,FALSE,0.425,0.425,TRUE
"9984",0.349879384544882,TRUE,0.25,0.25,TRUE
"AAPL",0.0828354716053342,FALSE,0.725,0.725,TRUE
"ABBV",0.0124990995197237,FALSE,0.7,0.7,TRUE
"ABT",0.0551102024479877,FALSE,0.55,0.55,TRUE
"ADBE",0.0227305603630699,FALSE,0.65,0.65,TRUE
"AFRM",0.119202275520361,FALSE,0.475,0.475,TRUE
"AMAT",0.0141102405862199,FALSE,0.575,0.575,TRUE
"AMD",1,TRUE,0.8,0.8,TRUE
"AMT",0.119603861986031,FALSE,0.4,0.4,TRUE
"AMZN",0.0927053495609132,FALSE,0.8,0.8,TRUE
"ANET",0.0201489986938558,FALSE,0.6,0.6,TRUE
"ANT",0.540030987133837,TRUE,0.55,0.55,FALSE
"APD",0.0503405203157894,FALSE,0.475,0.475,TRUE
"APH",0.0650022500838779,FALSE,0.65,0.65,TRUE
"APO",0.0286077138183148,FALSE,0.6,0.6,TRUE
"ARES",0.0478183115996329,FALSE,0.45,0.45,TRUE
"ASAN",0.157954084732056,FALSE,0.6,0.6,TRUE
"ASML",0.0124641486417342,FALSE,0.65,0.65,TRUE
"AVGO",0.0605009061970069,FALSE,0.525,0.525,TRUE
"AXP",0.219562571720341,FALSE,0.325,0.325,TRUE
"AZN",0.0546753861167236,FALSE,0.7,0.7,TRUE
"BA",0.142306120913913,FALSE,0.725,0.725,TRUE
"BABA",0.0313608301423692,FALSE,0.5,0.5,TRUE
"BAC",0.184668929135991,FALSE,0.475,0.475,TRUE
"BAM",0.0103184504516057,FALSE,0.55,0.55,TRUE
"BIDU",0.0454254858245802,FALSE,0.525,0.525,FALSE
"BILI",0.0156495704339343,FALSE,0.6,0.6,TRUE
"BILL",0.103794298508525,FALSE,0.375,0.375,TRUE
"BIO",0.0409780762172237,FALSE,0.675,0.675,TRUE
"BP",0.0124522385378417,FALSE,0.55,0.55,TRUE
"BX",0.0475600124236237,FALSE,0.425,0.425,TRUE
"CAJPY",0.0360293584335584,FALSE,0.55,0.55,FALSE
"CAT",0.458622518216379,TRUE,0.625,0.625,TRUE
"CBOE",0.0625286243106482,FALSE,0.475,0.475,TRUE
"CME",0.407599720069143,TRUE,0.325,0.325,TRUE
"COIN",0.108020783038456,FALSE,0.55,0.55,TRUE
"CRM",0.0662790611649551,FALSE,0.525,0.525,TRUE
"CRWD",0.0663179108623843,FALSE,0.65,0.65,TRUE
"CSCO",0.034018567788705,FALSE,0.75,0.75,TRUE
"CVX",0.123964519444501,FALSE,0.375,0.375,TRUE
"DDOG",0.318997334756674,TRUE,0.525,0.525,TRUE
"DE",0.212763883647419,FALSE,0.75,0.75,TRUE
"DIS",0.0911965513835765,FALSE,0.6,0.6,TRUE
"DOCU",0.0454044244883535,FALSE,0.725,0.725,TRUE
"DUK",0.0509052776447292,FALSE,0.6,0.6,TRUE
"FSLY",0.210079223576465,FALSE,0.525,0.525,TRUE
"GE",0.254617465138245,FALSE,0.825,0.825,TRUE
"GOOGL",0.244297754794985,FALSE,0.9,0.9,TRUE
"GRAB",0.0219536645130478,FALSE,0.575,0.575,TRUE
"GS",0.0917009735718872,FALSE,0.7,0.7,TRUE
"HD",0.0180565215521331,FALSE,0.675,0.675,TRUE
"HMC",0.0540110176774779,FALSE,0.425,0.425,FALSE
"HOOD",0.0744858541809796,FALSE,0.6,0.6,TRUE
"HSBC",0.0229383575256693,FALSE,0.525,0.525,FALSE
"HTHIY",0.0530100144280249,FALSE,0.425,0.425,FALSE
"HUBS",0.0951515836261028,FALSE,0.6,0.6,TRUE
"IBM",0.00823763712466232,FALSE,0.7,0.7,TRUE
"IBN",0.0276994050527226,FALSE,0.525,0.525,FALSE
"ICE",0.116079397042286,FALSE,0.6,0.6,FALSE
"INF",0.0288141047515889,FALSE,0.65,0.65,TRUE
"INFY",0.0853567888930315,FALSE,0.4,0.4,TRUE
"INTC",0.13994142653232,FALSE,0.75,0.75,TRUE
"IQ",0.0334307183123172,FALSE,0.725,0.725,FALSE
"J",0.173957805835245,FALSE,0.7,0.7,TRUE
"JBL",0.0574922609133345,FALSE,0.425,0.425,TRUE
"JD",0.00534501732076152,FALSE,0.625,0.625,TRUE
"JNJ",0.0607069503897458,FALSE,0.675,0.675,TRUE
"JPM",0.0405997118052713,FALSE,0.6,0.6,TRUE
"KKR",0.129255530016954,FALSE,0.35,0.35,TRUE
"KO",0.184627764895633,FALSE,0.75,0.75,TRUE
"KSPI",0.127975692339351,FALSE,0.45,0.45,TRUE
"LI",0.344879539418653,TRUE,0.675,0.675,TRUE
"LIN",0.116779325173317,FALSE,0.525,0.525,TRUE
"LLY",0.0649279439036495,FALSE,0.725,0.725,TRUE
"LMT",0.0137668604351284,FALSE,0.525,0.525,TRUE
"LRCX",0.00735913227294376,FALSE,0.65,0.65,TRUE
"MA",0.347314031050645,TRUE,0.65,0.65,TRUE
"MC",0.0413000728851301,FALSE,0.75,0.75,TRUE
"MCD",0.0160559023884952,FALSE,0.55,0.55,TRUE
"MCO",0.0530218955637829,FALSE,0.525,0.525,TRUE
