"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","rd_intensity","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","industry","rd_imputed","growth_imputed","volatility_imputed","innovation_imputed","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","matched_by","in_portfolio","n_funds","fund_weight","total_net_exposure_usd","total_net_pct_ltp","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"000660","A6A0F","SK Hynix Inc","KR7000660001","KRX","KOR","Semiconductors (NEC)",6406434,97146675,"2025-12-31",657111616,15.2705202102661,1.59730994701385,1.07075208810116,0.780290909110117,0.638136563735728,"000660",0,0,"USPTO Only",0.00974938479857888,0,0.274830165319145,0.1,0.638136563735728,NA,NA,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,2,1,4,1,0.475,1,"Emerging","ISIN",TRUE,10,0.0373243164560963,30616961.9414019,0.00214234138190414,1,0.475,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.806284743318983,TRUE,50,25,100,100,72.5,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Leader (Aggressive)"
"005380","A4AFC","Hyundai Motor Co","KR7005380001","KRX","KOR","Auto & Truck Manufacturers (NEC)",2717809,186254472,"2025-12-31",110965400,12.9605503082275,1.47601997852325,1.04670256320096,0.921741739860857,0.564903872839595,"005380",0,0,"USPTO Only",0.0244924003337977,0,0.0144558139145374,0.1,0.564903872839595,NA,NA,"Auto & Truck Manufacturers (NEC)",FALSE,FALSE,FALSE,FALSE,3,1,2,1,0.45,1,"Emerging","ISIN",TRUE,8,0.0116206213250887,9532341.23561752,0.000667000505621022,1,0.45,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.552833020430149,TRUE,75,25,50,100,58.75,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"005930","A69DA","Samsung Electronics Co Ltd","KR7005930003","KRX","KOR","Phones & Handheld Devices (NEC)",37740392,333605938,"2025-12-31",1166734976,27.2132606506348,1.27235996723175,0.921200135732729,0.691223162130945,0.469463391143292,"005930",0,0,"USPTO Only",0.032347013483206,0,0.23217905042693,0.1,0.469463391143292,NA,NA,"Phones & Handheld Devices (NEC)",FALSE,FALSE,FALSE,FALSE,3,1,4,2,0.6,2,"Developing","ISIN",TRUE,13,0.0365853341783898,30010778.2407969,0.00209992527186267,1,0.6,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.917459349699613,TRUE,75,25,100,75,75,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Leader (Aggressive)"
"035420","A6DDF","Naver Corp","KR7035420009","KRX","KOR","Search Engines",999935.7,12035007.21898,"2025-12-31",33331190,16.4710006713867,0.78422999382019,0.599476467217203,0.480274527966944,0.456197070222462,"035420",0,0,"USPTO Only",0.28372006367773,0,0.156698207557201,0.1,0.456197070222462,NA,NA,"Search Engines",TRUE,FALSE,FALSE,TRUE,4,1,3,2,0.625,2,"Developing","ISIN",TRUE,7,0.0000108856260951038,8929.42809158102,0.000000624813244172,1,0.625,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.226580951812542,FALSE,100,25,75,75,71.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Leader (Aggressive)"
"035720","A5D59","Kakao Corp","KR7035720002","KRX","KOR","Online Services (NEC)",625629,8099147.81509,"2025-12-31",20854300,41.5272903442383,1.01514005661011,0.82475712699423,0.582436265518092,0.536264897209189,"035720",0,0,"USPTO Only",0.250139749731012,0,0.107638379652053,0.1,0.536264897209189,NA,NA,"Online Services (NEC)",TRUE,FALSE,FALSE,TRUE,4,1,3,2,0.625,2,"Developing","ISIN",TRUE,7,0.00000584456409552827,4794.26854842363,0.000000335466331601,1,0.625,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.157468113976419,FALSE,100,25,75,75,71.25,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Leader (Aggressive)"
"051910","A6A0D","LG Chem Ltd","KR7051910008","KRX","KOR","Plastics",669243,45932167,"2025-12-31",23298700,NA,1.07141995429993,0.995481169134431,0.750105886714827,0.605321959616751,"051910",0,0,"USPTO Only",0.0287244781897702,0,0.194635325856507,0.1,0.605321959616751,NA,NA,"Plastics",FALSE,FALSE,FALSE,FALSE,3,1,3,1,0.5,1,"Emerging","ISIN",TRUE,10,0.00328889716406988,2697866.93669149,0.000188776142858558,1,0.5,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.21043626558958,FALSE,75,25,75,100,68.75,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Leader (Aggressive)"
"207940","F7B0D","Samsung Biologics Co Ltd","KR7207940008","KRX","KOR","Biopharmaceuticals",37181.22014,4556971.69518,"2025-12-31",74343264,43.3579597473145,0.420150011777878,0.597369310277694,0.422657675787644,0.353859147574585,"207940",0,0,"USPTO Only",0.000500128971200404,0,-0.0461333611048758,0.1,0.353859147574585,NA,NA,"Biopharmaceuticals",FALSE,FALSE,FALSE,FALSE,1,1,1,3,0.35,1,"Emerging","ISIN",TRUE,7,0.00000623446468285351,5114.1021736987,0.000000357845848291,1,0.35,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.450974217808532,TRUE,25,25,25,50,28.75,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"6501","A4C4C","Hitachi Ltd","JP3788600009","TYO","JPN","Consumer Goods Conglomerates",623046.6,9783370,"2025-03-31",20768220,33.8991889953613,1.18981003761292,0.339827131088964,0.449992921219522,0.486449043828605,"6501",2,0,"USPTO Only",0.00109861228866811,2,0.162796916160733,0.1,0.486449043828605,NA,NA,"Consumer Goods Conglomerates",TRUE,FALSE,FALSE,TRUE,1,1,3,2,0.4,1,"Emerging","ISIN",TRUE,11,0.017657123301213,14484055.5283519,0.00101348368906014,1,0.4,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.20839082360271,FALSE,25,25,75,75,52.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"7974","A4406","Nintendo Co Ltd","JP3756600007","TYO","JPN","Games, Toys & Children's Vehicles",143782,1164922,"2025-03-31",11557040,37.1606712341309,0.298880010843277,0.500216031708318,0.45495999702012,0.421385845133939,"7974",0,0,"USPTO Only",0.0124410748773042,0,0.18202591361478,0.1,0.421385845133939,NA,NA,"Games, Toys & Children's Vehicles",FALSE,FALSE,FALSE,FALSE,3,1,3,2,0.55,2,"Developing","ISIN",TRUE,12,0.0115121515437828,9443363.98214416,0.000660774556340717,1,0.55,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0971317081364671,FALSE,75,25,75,75,65,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Adopter"
"8TRA","00A54","Traton SE","DE000TRAT0N7","ETR","DEU","Heavy Buses & Coaches",450,44052,"2025-12-31",15000,9.69618988037109,1.60029995441437,0.385991742832415,0.34909995093172,0.357640787445296,"8TRA",0,0,"USPTO Only",0.01,0,0.0830967104993761,0.1,0.357640787445296,NA,NA,"Heavy Buses & Coaches",TRUE,FALSE,FALSE,TRUE,2,1,2,3,0.475,1,"Emerging","ISIN",TRUE,2,0.00565279362135038,4636960.12681341,0.00032445908855766,1,0.475,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0552273245728141,FALSE,50,25,50,50,45,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
